Original Entry,Title,Year,Format,TMDB Search JSON,TMDB ID,TMDB Rating,Genre,Poster Path,Cover URL,Cover Image,Runtime (min),Overview,Release Date,Watched?,My Rating (1-5),Notes,TMDB Source URL,Match Status
We Need to Talk About Kevin (2011),We Need to Talk About Kevin,2011,Blu-ray,,71859,7.542,"Drama, Thriller",/AtdYbs1SqYwFOLyi2v6ldVTawbn.jpg,https://image.tmdb.org/t/p/w342/AtdYbs1SqYwFOLyi2v6ldVTawbn.jpg,,113,"After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager.",2011-09-28,Watched,4,,https://www.themoviedb.org/movie/71859,Matched
We're the Millers (2013),We're the Millers,2013,Blu-ray,,138832,6.8,"Comedy, Crime",/qF2LJ0jwWrtXSuT4AFD5OS2IqaT.jpg,https://image.tmdb.org/t/p/w342/qF2LJ0jwWrtXSuT4AFD5OS2IqaT.jpg,,110,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,2013-08-07,Watched,5,,https://www.themoviedb.org/movie/138832,Matched
Weapons (2025),Weapons,2025,Blu-ray,,1078605,7.256,"Horror, Mystery",/cpf7vsRZ0MYRQcnLWteD5jK9ymT.jpg,https://image.tmdb.org/t/p/w342/cpf7vsRZ0MYRQcnLWteD5jK9ymT.jpg,,129,"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.",2025-08-04,Unwatched,,,https://www.themoviedb.org/movie/1078605,Matched
Wes Craven's New Nightmare (1994),Wes Craven's New Nightmare,1994,Blu-ray,,11596,6.455,"Horror, Mystery, Fantasy",/q5BWxfL1x34nyYSvA3Qo5odleGW.jpg,https://image.tmdb.org/t/p/w342/q5BWxfL1x34nyYSvA3Qo5odleGW.jpg,,112,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?,1994-10-13,Watched,3,,https://www.themoviedb.org/movie/11596,Matched
When Evil Lurks (2023),When Evil Lurks,2023,Blu-ray,,744857,7.14,"Horror, Thriller",/iQ7G9LhP7NRRIUM4Vlai3eOxBAc.jpg,https://image.tmdb.org/t/p/w342/iQ7G9LhP7NRRIUM4Vlai3eOxBAc.jpg,,100,"When brothers Pedro and Jimi discover that a demonic infection has been festering in a nearby farmhouse, they attempt to evict the victim from their land. Failing to adhere to the proper rites of exorcism, their reckless actions inadvertently trigger an epidemic of possessions across their rural community.",2023-10-05,Watched,2,,https://www.themoviedb.org/movie/744857,Matched
White House Down (2013),White House Down,2013,Blu-ray,,117251,6.5,"Action, Drama, Thriller",/6TeIVKPw7nXXWy2zKmDmlnSwzb7.jpg,https://image.tmdb.org/t/p/w342/6TeIVKPw7nXXWy2zKmDmlnSwzb7.jpg,,131,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",2013-06-27,Watched,5,,https://www.themoviedb.org/movie/117251,Matched
Wicked (2024),Wicked,2024,Blu-ray,,402431,6.9,"Drama, Romance, Fantasy",/xDGbZ0JJ3mYaGKy4Nzd9Kph6M9L.jpg,https://image.tmdb.org/t/p/w342/xDGbZ0JJ3mYaGKy4Nzd9Kph6M9L.jpg,,162,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",2024-10-16,Watched,4,,https://www.themoviedb.org/movie/402431,Matched
Wicked: For Good (2025),Wicked: For Good,2025,Blu-ray,,967941,6.634,"Fantasy, Adventure, Romance",/si9tolnefLSUKaqQEGz1bWArOaL.jpg,https://image.tmdb.org/t/p/w342/si9tolnefLSUKaqQEGz1bWArOaL.jpg,,137,"As an angry mob rises against the Wicked Witch, Glinda and Elphaba will need to come together one final time. With their singular friendship now the fulcrum of their futures, they will need to truly see each other, with honesty and empathy, if they are to change themselves, and all of Oz, for good.",2025-11-19,Watched,3,,https://www.themoviedb.org/movie/967941,Matched
The Wolf of Wall Street (2013),The Wolf of Wall Street,2013,Blu-ray,,106646,8.028,"Crime, Drama, Comedy",/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,https://image.tmdb.org/t/p/w342/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,,180,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",2013-12-25,Watched,2,,https://www.themoviedb.org/movie/106646,Matched
Wrong Turn (2003),Wrong Turn,2003,Blu-ray,,9902,6.387,"Horror, Thriller",/12G5V0dTmljnv7RFMT144dJ2chh.jpg,https://image.tmdb.org/t/p/w342/12G5V0dTmljnv7RFMT144dJ2chh.jpg,,84,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",2003-05-30,Watched,2,,https://www.themoviedb.org/movie/9902,Matched
Wrong Turn 2: Dead End (2007),Wrong Turn 2: Dead End,2007,Blu-ray,,13186,6.141,"Horror, Thriller",/ow3IMhTVLryZuCEoQznVTTmFYuu.jpg,https://image.tmdb.org/t/p/w342/ow3IMhTVLryZuCEoQznVTTmFYuu.jpg,,97,Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!,2007-08-25,Watched,2,,https://www.themoviedb.org/movie/13186,Matched
Wrong Turn 3: Left for Dead (2009),Wrong Turn 3: Left for Dead,2009,Blu-ray,,23823,5.705,"Horror, Thriller",/84s4LMWuGbm4xPWW5PSbHyQhh33.jpg,https://image.tmdb.org/t/p/w342/84s4LMWuGbm4xPWW5PSbHyQhh33.jpg,,91,"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.",2009-10-08,Watched,4,,https://www.themoviedb.org/movie/23823,Matched
Wrong Turn 4: Bloody Beginnings (2011),Wrong Turn 4: Bloody Beginnings,2011,Blu-ray,,71672,5.74,"Horror, Thriller",/l1vD4GY7tlT420KJ3xWTzyQ2Aa9.jpg,https://image.tmdb.org/t/p/w342/l1vD4GY7tlT420KJ3xWTzyQ2Aa9.jpg,,93,"A group of friends take refuge in a deserted sanatorium after they are left stranded in a snowstorm. Later, the place becomes a death trap when man-eating cannibals surround them.",2011-10-17,Watched,3,,https://www.themoviedb.org/movie/71672,Matched
Wrong Turn 5: Bloodlines (2012),Wrong Turn 5: Bloodlines,2012,Blu-ray,,125509,5.485,"Horror, Thriller",/8fABep8FSRpeo8Ea4j3rfnoVgkg.jpg,https://image.tmdb.org/t/p/w342/8fABep8FSRpeo8Ea4j3rfnoVgkg.jpg,,91,"A small West Virginia town is hosting the legendary Mountain Man Festival on Halloween, where throngs of costumed party goers gather for a wild night of music and mischief. But an inbred family of hillbilly cannibals kill the fun when they trick and treat themselves to a group of visiting college students.",2012-10-18,Watched,5,,https://www.themoviedb.org/movie/125509,Matched
X (2022),X,2022,Blu-ray,,760104,6.717,Horror,/lopZSVtXzhFY603E9OqF7O1YKsh.jpg,https://image.tmdb.org/t/p/w342/lopZSVtXzhFY603E9OqF7O1YKsh.jpg,,106,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",2022-03-17,Watched,5,,https://www.themoviedb.org/movie/760104,Matched
Yes Man (2008),Yes Man,2008,Blu-ray,,10201,6.7,"Comedy, Romance",/8Vk2nQF1kY34x53YnWd5zDaTht.jpg,https://image.tmdb.org/t/p/w342/8Vk2nQF1kY34x53YnWd5zDaTht.jpg,,104,"Carl Allen, a guy whose life is going nowhere, signs up for a self-help program based on one simple covenant: say yes to everything…and anything.",2008-12-09,,,,https://www.themoviedb.org/movie/10201,Matched
Zodiac (2007),Zodiac,2007,Blu-ray,,1949,7.5,"Crime, Mystery, Thriller",/6YmeO4pB7XTh8P8F960O1uA14JO.jpg,https://image.tmdb.org/t/p/w342/6YmeO4pB7XTh8P8F960O1uA14JO.jpg,,157,"Over the course of a decade, editors of the San Francisco Chronicle entice themselves in the murders of the Zodiac Killer. However, as time runs its course, interest in the case dwindles in the eyes of the professionals. The Killer stops interacting with the public. However, believing he has the answers, an amateur cartoonist from the initial sightings races against time to prevent what he believes is another murder.",2007-03-02,,,,https://www.themoviedb.org/movie/1949,Matched
Zombieland (2009),Zombieland,2009,Blu-ray,,19908,7.259,"Comedy, Horror",/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg,https://image.tmdb.org/t/p/w342/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg,,87,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",2009-10-02,,,,https://www.themoviedb.org/movie/19908,Matched
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,1990,4K Ultra HD,,1498,6.7,"Science Fiction, Action, Adventure, Comedy, Family",/cok0SSxmD7fYeZj6l9XOr2mb0YL.jpg,https://image.tmdb.org/t/p/w342/cok0SSxmD7fYeZj6l9XOr2mb0YL.jpg,,93,A quartet of mutated humanoid turtles clash with an uprising criminal gang of ninjas.,1990-03-30,Unwatched,,,https://www.themoviedb.org/movie/1498,Matched
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,4K Ultra HD,,1497,6,"Science Fiction, Adventure, Action, Comedy, Family",/eisrpNmBqyknW8WuZib8cGdhctc.jpg,https://image.tmdb.org/t/p/w342/eisrpNmBqyknW8WuZib8cGdhctc.jpg,,88,"The Turtles and the Shredder battle once again, this time for the last canister of ooze that created the Turtles, which Shredder wants to create an army of new mutants.",1991-03-22,Unwatched,,,https://www.themoviedb.org/movie/1497,Matched
Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles III,1993,4K Ultra HD,,1499,5.1,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",/bax6hItUe0XSeyO25J5V7hhgkkZ.jpg,https://image.tmdb.org/t/p/w342/bax6hItUe0XSeyO25J5V7hhgkkZ.jpg,,96,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",1993-03-17,Unwatched,,,https://www.themoviedb.org/movie/1499,Matched
House,House,1986,Blu-ray,,11415,6.1,"Comedy, Horror, Fantasy",,,,93,"Roger Cobb is a Vietnam vet whose career as a horror novelist has taken a turn for the worse when his son disappears and his aunt dies. Moving into her house to write, he discovers the place is haunted by monsters and memories.",1986-02-28,Unwatched,,,https://www.themoviedb.org/movie/11415,Matched
House II: The Second Story,House II: The Second Story,1987,Blu-ray,,11416,5.5,"Fantasy, Horror, Comedy",/gv4mBZfv09eEW4Sv5ZZmalMDYlA.jpg,https://image.tmdb.org/t/p/w342/gv4mBZfv09eEW4Sv5ZZmalMDYlA.jpg,,88,Young Jesse moves into an old family mansion where his parents were murdered and discovers a supernatural world tied to a mystical crystal skull and his long-dead ancestor.,1987-08-28,Unwatched,,,https://www.themoviedb.org/movie/11416,Matched
House III: The Horror Show,House III: The Horror Show,1989,Blu-ray,,38084,5,"Horror, Thriller",,,,95,"Detective Lucas McCarthy finally puts serial killer Max Jenke in the electric chair, but the murderer returns from beyond the grave to terrorize Lucas and his family.",1989-04-28,Unwatched,,,https://www.themoviedb.org/movie/38084,Matched
House IV: The Repossession,House IV: The Repossession,1992,Blu-ray,,52868,4.8,"Horror, Comedy",,,,94,"After a car accident kills her husband, Kelly Cobb moves into the family house with her daughter and finds herself facing ghosts, supernatural threats, and a battle over the property.",1992-01-29,Unwatched,,,https://www.themoviedb.org/movie/52868,Matched
Hellraiser,Hellraiser,1987,4K Ultra HD,,9003,6.7,"Horror, Thriller",,,,94,"An unfaithful wife encounters the zombie of her dead lover, who's being chased by demons after he escaped from their sado-masochistic Hell.",1987-09-18,Unwatched,,,https://www.themoviedb.org/movie/9003,Matched
Hellbound: Hellraiser II,Hellbound: Hellraiser II,1988,4K Ultra HD,,9064,6.4,"Horror, Thriller",/1Q6TFUnch1YJk1KDSsQq7Z3Vo5y.jpg,https://image.tmdb.org/t/p/w342/1Q6TFUnch1YJk1KDSsQq7Z3Vo5y.jpg,,97,"Doctor Channard is sent a new patient, a girl warning of the terrible creatures that destroyed her family, but his own investigations open the door to the Cenobites and their labyrinth.",1988-12-23,Unwatched,,,https://www.themoviedb.org/movie/9064,Matched
Hellraiser III: Hell on Earth,Hellraiser III: Hell on Earth,1992,4K Ultra HD,,11569,5.7,"Horror, Thriller",/8CTtDTwcb8AehnwJjcyeTg5atST.jpg,https://image.tmdb.org/t/p/w342/8CTtDTwcb8AehnwJjcyeTg5atST.jpg,,93,"Pinhead is trapped in a sculpture and uses a nightclub owner to escape, forcing a reporter to uncover the truth and stop the Cenobites from unleashing hell on Earth.",1992-09-11,Unwatched,,,https://www.themoviedb.org/movie/11569,Matched
Hellraiser: Bloodline,Hellraiser: Bloodline,1996,4K Ultra HD,,8766,5.3,"Horror, Thriller, Science Fiction",/ZC3vF9oToKhkjmPTfID3sDobB.jpg,https://image.tmdb.org/t/p/w342/ZC3vF9oToKhkjmPTfID3sDobB.jpg,,86,"In the 22nd century, a scientist attempts to close the gateway to hell that his ancestor unknowingly opened when he created the puzzle box centuries earlier.",1996-03-08,Unwatched,,,https://www.themoviedb.org/movie/8766,Matched
The Curse,The Curse,1987,Blu-ray,,74747,5.1,"Horror, Science Fiction",,,,92,"When a meteorite crashes near a Tennessee farm, it poisons the water and crops, causing grotesque mutations and terrorizing the family that lives there.",1987-09-11,Unwatched,,,https://www.themoviedb.org/movie/74747,Matched
The Curse 2,Curse II: The Bite,1989,Blu-ray,,,4.9,Horror,,,,97,"After a young man is bitten by a radioactive snake, his hand begins transforming into a deadly snake-like creature as the infection spreads through his body.",1989-06-27,Unwatched,,,,Needs TMDB ID
Ju on: The Grudge,Ju-on: The Grudge,2002,Blu-ray,,11838,6.7,Horror,,,,92,A mysterious and vengeful spirit marks and pursues anybody who dares enter the house in which it resides.,2002-10-18,Unwatched,,,https://www.themoviedb.org/movie/11838,Matched
Ju on: The Grudge 2,Ju-on: The Grudge 2,2003,Blu-ray,,9666,6.2,Horror,,,,95,"A television crew investigating the infamous cursed house discovers that the grudge is real, spreading from victim to victim as Kayako and Toshio return.",2003-08-23,Unwatched,,,https://www.themoviedb.org/movie/9666,Matched
White Ghost,Ju-on: White Ghost,2009,Blu-ray,,,5.9,"Fantasy, Horror",,,,61,"An apparition of a young schoolgirl in a yellow rain hat, a family massacre, and a law student's suicide after he fails his bar exam are linked by ominous recordings discovered on an audio cassette.",2009-06-27,Unwatched,,,,Needs TMDB ID
Black Ghost,Ju-on: Black Ghost,2009,Blu-ray,,,5.2,"Fantasy, Horror",,,,60,"A hospitalized young girl discovers that a cyst in her body is actually the physical remnant of her unborn twin, whose grudge spreads to those around her.",2009-06-27,Unwatched,,,,Needs TMDB ID
An American Werewolf in London,An American Werewolf in London,1981,Blu-ray,,814,7.4,"Comedy, Horror",/hVEqUASJmCQaolkKFEySCHZ8uKG.jpg,https://image.tmdb.org/t/p/w342/hVEqUASJmCQaolkKFEySCHZ8uKG.jpg,,97,"American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body.",1981-08-21,Unwatched,,,https://www.themoviedb.org/movie/814,Matched
Lords of Chaos,Lords of Chaos,2018,Blu-ray,,426249,6.8,"Drama, Music, Thriller, Horror",/5jDShbwEsILXa2AAmAbOLxyNwyq.jpg,https://image.tmdb.org/t/p/w342/5jDShbwEsILXa2AAmAbOLxyNwyq.jpg,,118,A teenager's quest to launch Norwegian Black Metal in Oslo in the 1990s results in a very violent outcome.,2018-09-20,Unwatched,,,https://www.themoviedb.org/movie/426249,Matched
Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas,1998,Blu-ray,,1878,7.2,"Adventure, Drama, Comedy",/tisNLcMkxryU2zxhi0PiyDFqhm0.jpg,https://image.tmdb.org/t/p/w342/tisNLcMkxryU2zxhi0PiyDFqhm0.jpg,,118,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",1998-05-22,Unwatched,,,https://www.themoviedb.org/movie/1878,Matched
Possession,Possession,1981,Blu-ray,,21484,7.3,Horror,/lUFZsUuJ0YyhBXH8D2BFUd6wODm.jpg,https://image.tmdb.org/t/p/w342/lUFZsUuJ0YyhBXH8D2BFUd6wODm.jpg,,124,"A young woman left her family for an unspecified reason. The husband determines to find out the truth and starts following his wife. At first, he suspects that a man is involved. But gradually, he finds out more and more strange behaviors and bizarre incidents that indicate something more than a possessed love affair.",1981-05-27,Unwatched,,,https://www.themoviedb.org/movie/21484,Matched
